DEPTH,Northing,Easting,PHI,Vsh,Easting,Northing
 0.3662500E+04,0.6856000E+07,0.5040000E+06,0.6913675E-01,0.7471429E+00,0.1720038E-38,0.1401298E-44,
 0.3663500E+04,0.6856000E+07,0.5040000E+06,0.6400178E-01,0.7583333E+00,0.1720038E-38,0.1401298E-44,
 0.3664500E+04,0.6856000E+07,0.5040000E+06,0.6345302E-01,0.7528571E+00,0.1720038E-38,0.1401298E-44,
 0.3665500E+04,0.6856000E+07,0.5040000E+06,0.7263815E-01,0.7650000E+00,0.1720038E-38,0.1401298E-44,
 0.3666500E+04,0.6856000E+07,0.5040000E+06,0.6711230E-01,0.7371429E+00,0.1720038E-38,0.1401298E-44,
 0.3667500E+04,0.6856000E+07,0.5040000E+06,0.6020499E-01,0.7750000E+00,0.1720038E-38,0.1401298E-44,
 0.3668500E+04,0.6856000E+07,0.5040000E+06,0.5479756E-01,0.7657143E+00,0.1720038E-38,0.1401298E-44,
 0.3669500E+04,0.6856000E+07,0.5040000E+06,0.6140565E-01,0.1085714E+00,0.1720038E-38,0.1401298E-44,
 0.3670500E+04,0.6856000E+07,0.5040000E+06,0.5875223E-01,0.0000000E+00,0.1720038E-38,0.1401298E-44,
 0.3671500E+04,0.6856000E+07,0.5040000E+06,0.6155080E-01,0.0000000E+00,0.1720038E-38,0.1401298E-44,
 0.3672500E+04,0.6856000E+07,0.5040000E+06,0.6289661E-01,0.0000000E+00,0.1720038E-38,0.1401298E-44,
 0.3673500E+04,0.6856000E+07,0.5040000E+06,0.5795454E-01,0.0000000E+00,0.1720038E-38,0.1401298E-44,
 0.3681500E+04,0.6856000E+07,0.5040000E+06,0.6613190E-01,0.7850000E+00,0.1720038E-38,0.1401298E-44,
 0.3682500E+04,0.6856000E+07,0.5040000E+06,0.6277311E-01,0.7514285E+00,0.1720038E-38,0.1401298E-44,
 0.3683500E+04,0.6856000E+07,0.5040000E+06,0.6585561E-01,0.7250000E+00,0.1720038E-38,0.1401298E-44,
 0.3684500E+04,0.6856000E+07,0.5040000E+06,0.6748663E-01,0.7628571E+00,0.1720038E-38,0.1401298E-44,
 0.3685500E+04,0.6856000E+07,0.5040000E+06,0.6497326E-01,0.7266667E+00,0.1720038E-38,0.1401298E-44,
 0.3686500E+04,0.6856000E+07,0.5040000E+06,0.5495798E-01,0.7800000E+00,0.1720038E-38,0.1401298E-44,
 0.3687500E+04,0.6856000E+07,0.5040000E+06,0.5624904E-01,0.7700000E+00,0.1720038E-38,0.1401298E-44,
 0.3688500E+04,0.6856000E+07,0.5040000E+06,0.6124777E-01,0.7833333E+00,0.1720038E-38,0.1401298E-44,
 0.3689500E+04,0.6856000E+07,0.5040000E+06,0.6775402E-01,0.7657143E+00,0.1720038E-38,0.1401298E-44,
 0.3690500E+04,0.6856000E+07,0.5040000E+06,0.6176471E-01,0.7500000E+00,0.1720038E-38,0.1401298E-44,
 0.3691500E+04,0.6856000E+07,0.5040000E+06,0.2126050E-01,0.7157143E+00,0.1720038E-38,0.1401298E-44,
 0.3692500E+04,0.6856000E+07,0.5040000E+06,0.6239750E-01,0.7983333E+00,0.1720038E-38,0.1401298E-44,
 0.3693500E+04,0.6856000E+07,0.5040000E+06,0.6994652E-01,0.7528571E+00,0.1720038E-38,0.1401298E-44,
 0.3694500E+04,0.6856000E+07,0.5040000E+06,0.5838044E-01,0.7342857E+00,0.1720038E-38,0.1401298E-44,
 0.3695500E+04,0.6856000E+07,0.5040000E+06,0.6056150E-01,0.7483333E+00,0.1720038E-38,0.1401298E-44,
 0.3696500E+04,0.6856000E+07,0.5040000E+06,0.6822766E-01,0.7857143E+00,0.1720038E-38,0.1401298E-44,
 0.3697500E+04,0.6856000E+07,0.5040000E+06,0.5104278E-01,0.7333333E+00,0.1720038E-38,0.1401298E-44,
 0.3698500E+04,0.6856000E+07,0.5040000E+06,0.5096257E-01,0.7042857E+00,0.1720038E-38,0.1401298E-44,
 0.3699500E+04,0.6856000E+07,0.5040000E+06,0.7114082E-01,0.5816666E+00,0.1720038E-38,0.1401298E-44,
 0.3700500E+04,0.6856000E+07,0.5040000E+06,0.6834225E-01,0.5500000E+00,0.1720038E-38,0.1401298E-44,
 0.3701500E+04,0.6856000E+07,0.5040000E+06,0.5565954E-01,0.5400000E+00,0.1720038E-38,0.1401298E-44,
 0.3702500E+04,0.6856000E+07,0.5040000E+06,0.6287242E-01,0.6700000E+00,0.1720038E-38,0.1401298E-44,
 0.3703500E+04,0.6856000E+07,0.5040000E+06,0.6541635E-01,0.6242857E+00,0.1720038E-38,0.1401298E-44,
 0.3704500E+04,0.6856000E+07,0.5040000E+06,0.6032085E-01,0.7683333E+00,0.1720038E-38,0.1401298E-44,
 0.3705500E+04,0.6856000E+07,0.5040000E+06,0.6527884E-01,0.7471429E+00,0.1720038E-38,0.1401298E-44,
 0.3706500E+04,0.6856000E+07,0.5040000E+06,0.6724599E-01,0.6833333E+00,0.1720038E-38,0.1401298E-44,
 0.3707500E+04,0.6856000E+07,0.5040000E+06,0.6691367E-01,0.6971428E+00,0.1720038E-38,0.1401298E-44,
 0.3708500E+04,0.6856000E+07,0.5040000E+06,0.6327986E-01,0.6133333E+00,0.1720038E-38,0.1401298E-44,
 0.3709500E+04,0.6856000E+07,0.5040000E+06,0.6745607E-01,0.5842857E+00,0.1720038E-38,0.1401298E-44,
 0.3710500E+04,0.6856000E+07,0.5040000E+06,0.6116883E-01,0.6457143E+00,0.1720038E-38,0.1401298E-44,
 0.3711500E+04,0.6856000E+07,0.5040000E+06,0.7397504E-01,0.7050000E+00,0.1720038E-38,0.1401298E-44,
 0.3712500E+04,0.6856000E+07,0.5040000E+06,0.7397250E-01,0.7628571E+00,0.1720038E-38,0.1401298E-44,
 0.3713500E+04,0.6856000E+07,0.5040000E+06,0.6213903E-01,0.7483333E+00,0.1720038E-38,0.1401298E-44,
 0.3714500E+04,0.6856000E+07,0.5040000E+06,0.1770053E-01,0.7628571E+00,0.1720038E-38,0.1401298E-44,
 0.3715500E+04,0.6856000E+07,0.5040000E+06,0.5390374E-01,0.7433333E+00,0.1720038E-38,0.1401298E-44,
 0.3716500E+04,0.6856000E+07,0.5040000E+06,0.4378915E-01,0.7385715E+00,0.1720038E-38,0.1401298E-44,
 0.3717500E+04,0.6856000E+07,0.5040000E+06,0.5393048E-01,0.8000000E+00,0.1720038E-38,0.1401298E-44,
 0.3718500E+04,0.6856000E+07,0.5040000E+06,0.4575248E-01,0.7928572E+00,0.1720038E-38,0.1401298E-44,
 0.3719500E+04,0.6856000E+07,0.5040000E+06,0.2113063E-01,0.7400000E+00,0.1720038E-38,0.1401298E-44,
 0.3720500E+04,0.6856000E+07,0.5040000E+06,0.1356506E-01,0.6566667E+00,0.1720038E-38,0.1401298E-44,
 0.3721500E+04,0.6856000E+07,0.5040000E+06,0.1493507E-01,0.6342857E+00,0.1720038E-38,0.1401298E-44,
 0.3722500E+04,0.6856000E+07,0.5040000E+06,0.1819073E-01,0.6600000E+00,0.1720038E-38,0.1401298E-44,
 0.3723500E+04,0.6856000E+07,0.5040000E+06,0.1711994E-01,0.6757143E+00,0.1720038E-38,0.1401298E-44,
 0.3724500E+04,0.6856000E+07,0.5040000E+06,0.2024955E-01,0.8116667E+00,0.1720038E-38,0.1401298E-44,
 0.3725500E+04,0.6856000E+07,0.5040000E+06,0.3202445E-01,0.8600000E+00,0.1720038E-38,0.1401298E-44,
 0.3726500E+04,0.6856000E+07,0.5040000E+06,0.1665393E-01,0.9971429E+00,0.1720038E-38,0.1401298E-44,
 0.3727500E+04,0.6856000E+07,0.5040000E+06,0.2406417E-02,0.9866667E+00,0.1720038E-38,0.1401298E-44,
 0.3728500E+04,0.6856000E+07,0.5040000E+06,0.1880061E-01,0.9971429E+00,0.1720038E-38,0.1401298E-44,
 0.3729500E+04,0.6856000E+07,0.5040000E+06,0.2204991E-01,0.9633334E+00,0.1720038E-38,0.1401298E-44,
 0.3730500E+04,0.6856000E+07,0.5040000E+06,0.4247517E-01,0.9928572E+00,0.1720038E-38,0.1401298E-44,
 0.3731500E+04,0.6856000E+07,0.5040000E+06,0.3618538E-01,0.1000000E+01,0.1720038E-38,0.1401298E-44,
 0.3732500E+04,0.6856000E+07,0.5040000E+06,0.2128342E-01,0.9885715E+00,0.1720038E-38,0.1401298E-44,
 0.3733500E+04,0.6856000E+07,0.5040000E+06,0.1983066E-01,0.8783333E+00,0.1720038E-38,0.1401298E-44,
 0.3734500E+04,0.6856000E+07,0.5040000E+06,0.4121467E-01,0.5900000E+00,0.1720038E-38,0.1401298E-44,
 0.3735500E+04,0.6856000E+07,0.5040000E+06,0.1250573E-01,0.5871429E+00,0.1720038E-38,0.1401298E-44,
 0.3736500E+04,0.6856000E+07,0.5040000E+06,0.1167558E-01,0.5750000E+00,0.1720038E-38,0.1401298E-44,
 0.3737500E+04,0.6856000E+07,0.5040000E+06,-.5737204E-02,0.5414286E+00,0.1720038E-38,0.1401298E-44,
 0.3738500E+04,0.6856000E+07,0.5040000E+06,0.8752229E-02,0.4550000E+00,0.1720038E-38,0.1401298E-44,
 0.3739500E+04,0.6856000E+07,0.5040000E+06,-.1613445E-01,0.4428571E+00,0.1720038E-38,0.1401298E-44,
 0.3740500E+04,0.6856000E+07,0.5040000E+06,-.6929590E-01,0.4983333E+00,0.1720038E-38,0.1401298E-44,
 0.3741500E+04,0.6856000E+07,0.5040000E+06,0.4073339E-01,0.4871429E+00,0.1720038E-38,0.1401298E-44,
 0.3742500E+04,0.6856000E+07,0.5040000E+06,0.4496562E-01,0.5471429E+00,0.1720038E-38,0.1401298E-44,
 0.3743500E+04,0.6856000E+07,0.5040000E+06,0.4485740E-01,0.4316667E+00,0.1720038E-38,0.1401298E-44,
 0.3744500E+04,0.6856000E+07,0.5040000E+06,0.4475936E-01,0.4000000E+00,0.1720038E-38,0.1401298E-44,
 0.3745500E+04,0.6856000E+07,0.5040000E+06,0.5311052E-01,0.3600000E+00,0.1720038E-38,0.1401298E-44,
 0.3746500E+04,0.6856000E+07,0.5040000E+06,0.9587471E-01,0.3985714E+00,0.1720038E-38,0.1401298E-44,
 0.3747500E+04,0.6856000E+07,0.5040000E+06,0.7307486E-01,0.3983333E+00,0.1720038E-38,0.1401298E-44,
 0.3748500E+04,0.6856000E+07,0.5040000E+06,0.5932773E-01,0.3971429E+00,0.1720038E-38,0.1401298E-44,
 0.3749500E+04,0.6856000E+07,0.5040000E+06,0.3325312E-01,0.3466667E+00,0.1720038E-38,0.1401298E-44,
 0.3750500E+04,0.6856000E+07,0.5040000E+06,0.4530939E-01,0.3514286E+00,0.1720038E-38,0.1401298E-44,
 0.3751500E+04,0.6856000E+07,0.5040000E+06,0.4168831E-01,0.3828571E+00,0.1720038E-38,0.1401298E-44,
 0.3752500E+04,0.6856000E+07,0.5040000E+06,0.4629233E-01,0.3850000E+00,0.1720038E-38,0.1401298E-44,
 0.3753500E+04,0.6856000E+07,0.5040000E+06,0.5054240E-01,0.3857143E+00,0.1720038E-38,0.1401298E-44,
 0.3754500E+04,0.6856000E+07,0.5040000E+06,0.6809269E-01,0.4083333E+00,0.1720038E-38,0.1401298E-44,
 0.3755500E+04,0.6856000E+07,0.5040000E+06,0.6511077E-01,0.3900000E+00,0.1720038E-38,0.1401298E-44,
 0.3756500E+04,0.6856000E+07,0.5040000E+06,0.6636363E-01,0.4150000E+00,0.1720038E-38,0.1401298E-44,
 0.3757500E+04,0.6856000E+07,0.5040000E+06,0.6608098E-01,0.4171428E+00,0.1720038E-38,0.1401298E-44,
 0.3758500E+04,0.6856000E+07,0.5040000E+06,0.5855615E-01,0.4000000E+00,0.1720038E-38,0.1401298E-44,
 0.3759500E+04,0.6856000E+07,0.5040000E+06,0.5185383E-01,0.4100000E+00,0.1720038E-38,0.1401298E-44,
 0.3760500E+04,0.6856000E+07,0.5040000E+06,0.7965623E-01,0.3914286E+00,0.1720038E-38,0.1401298E-44,
 0.3761500E+04,0.6856000E+07,0.5040000E+06,0.5796791E-01,0.3900000E+00,0.1720038E-38,0.1401298E-44,
 0.3762500E+04,0.6856000E+07,0.5040000E+06,0.6981666E-01,0.3600000E+00,0.1720038E-38,0.1401298E-44,
 0.3763500E+04,0.6856000E+07,0.5040000E+06,0.6523173E-01,0.4166667E+00,0.1720038E-38,0.1401298E-44,
 0.3764500E+04,0.6856000E+07,0.5040000E+06,0.3708174E-01,0.3885714E+00,0.1720038E-38,0.1401298E-44,
 0.3765500E+04,0.6856000E+07,0.5040000E+06,0.6940285E-01,0.4183333E+00,0.1720038E-38,0.1401298E-44,
 0.3766500E+04,0.6856000E+07,0.5040000E+06,0.5936593E-01,0.4328571E+00,0.1720038E-38,0.1401298E-44,
 0.3767500E+04,0.6856000E+07,0.5040000E+06,0.5756303E-01,0.3985714E+00,0.1720038E-38,0.1401298E-44,
 0.3768500E+04,0.6856000E+07,0.5040000E+06,0.6425134E-01,0.3816667E+00,0.1720038E-38,0.1401298E-44,
 0.3769500E+04,0.6856000E+07,0.5040000E+06,0.6421696E-01,0.4000000E+00,0.1720038E-38,0.1401298E-44,
 0.3770500E+04,0.6856000E+07,0.5040000E+06,0.4468806E-01,0.3700000E+00,0.1720038E-38,0.1401298E-44,
 0.3771500E+04,0.6856000E+07,0.5040000E+06,0.6427044E-01,0.4028571E+00,0.1720038E-38,0.1401298E-44,
 0.3772500E+04,0.6856000E+07,0.5040000E+06,0.6098931E-01,0.3716667E+00,0.1720038E-38,0.1401298E-44,
 0.3773500E+04,0.6856000E+07,0.5040000E+06,0.4473644E-01,0.4142857E+00,0.1720038E-38,0.1401298E-44,
 0.3774500E+04,0.6856000E+07,0.5040000E+06,0.4311052E-01,0.4083333E+00,0.1720038E-38,0.1401298E-44,
 0.3775500E+04,0.6856000E+07,0.5040000E+06,0.4917494E-01,0.3714286E+00,0.1720038E-38,0.1401298E-44,
 0.3776500E+04,0.6856000E+07,0.5040000E+06,0.6039725E-01,0.3828571E+00,0.1720038E-38,0.1401298E-44,
 0.3777500E+04,0.6856000E+07,0.5040000E+06,0.7092692E-01,0.3883333E+00,0.1720038E-38,0.1401298E-44,
 0.3778500E+04,0.6856000E+07,0.5040000E+06,0.7877769E-01,0.3714286E+00,0.1720038E-38,0.1401298E-44,
 0.3779500E+04,0.6856000E+07,0.5040000E+06,0.9139037E-01,0.3666667E+00,0.1720038E-38,0.1401298E-44,
 0.3780500E+04,0.6856000E+07,0.5040000E+06,0.5352941E-01,0.3728572E+00,0.1720038E-38,0.1401298E-44,
 0.3781500E+04,0.6856000E+07,0.5040000E+06,0.5532086E-01,0.4133333E+00,0.1720038E-38,0.1401298E-44,
 0.3782500E+04,0.6856000E+07,0.5040000E+06,0.6482048E-01,0.3900000E+00,0.1720038E-38,0.1401298E-44,
 0.3783500E+04,0.6856000E+07,0.5040000E+06,0.3747135E-01,0.3885714E+00,0.1720038E-38,0.1401298E-44,
 0.3784500E+04,0.6856000E+07,0.5040000E+06,0.8639038E-01,0.4083333E+00,0.1720038E-38,0.1401298E-44,
 0.3785500E+04,0.6856000E+07,0.5040000E+06,0.1864019E-02,0.3928571E+00,0.1720038E-38,0.1401298E-44,
 0.3786500E+04,0.6856000E+07,0.5040000E+06,0.7495543E-01,0.3900000E+00,0.1720038E-38,0.1401298E-44,
 0.3787500E+04,0.6856000E+07,0.5040000E+06,0.7928953E-01,0.3828571E+00,0.1720038E-38,0.1401298E-44,
 0.3788500E+04,0.6856000E+07,0.5040000E+06,0.9779857E-01,0.3516667E+00,0.1720038E-38,0.1401298E-44,
 0.3789500E+04,0.6856000E+07,0.5040000E+06,0.9367456E-01,0.3928571E+00,0.1720038E-38,0.1401298E-44,
 0.3790500E+04,0.6856000E+07,0.5040000E+06,0.6942959E-01,0.3850000E+00,0.1720038E-38,0.1401298E-44,
 0.3791500E+04,0.6856000E+07,0.5040000E+06,0.8235294E-01,0.3714286E+00,0.1720038E-38,0.1401298E-44,
 0.3792500E+04,0.6856000E+07,0.5040000E+06,0.8585943E-01,0.3785714E+00,0.1720038E-38,0.1401298E-44,
 0.3793500E+04,0.6856000E+07,0.5040000E+06,0.8353832E-01,0.4200000E+00,0.1720038E-38,0.1401298E-44,
 0.3794500E+04,0.6856000E+07,0.5040000E+06,0.7725745E-01,0.3971429E+00,0.1720038E-38,0.1401298E-44,
 0.3795500E+04,0.6856000E+07,0.5040000E+06,0.7411765E-01,0.3300000E+00,0.1720038E-38,0.1401298E-44,
 0.3796500E+04,0.6856000E+07,0.5040000E+06,0.5771581E-01,0.3385714E+00,0.1720038E-38,0.1401298E-44,
 0.3797500E+04,0.6856000E+07,0.5040000E+06,0.5625669E-01,0.4183333E+00,0.1720038E-38,0.1401298E-44,
 0.3798500E+04,0.6856000E+07,0.5040000E+06,0.7290298E-01,0.3842857E+00,0.1720038E-38,0.1401298E-44,
 0.3799500E+04,0.6856000E+07,0.5040000E+06,0.8102368E-01,0.3728572E+00,0.1720038E-38,0.1401298E-44,
 0.3800500E+04,0.6856000E+07,0.5040000E+06,0.8208556E-01,0.3733333E+00,0.1720038E-38,0.1401298E-44,
 0.3801500E+04,0.6856000E+07,0.5040000E+06,0.8132926E-01,0.3971429E+00,0.1720038E-38,0.1401298E-44,
 0.3802500E+04,0.6856000E+07,0.5040000E+06,0.6035651E-01,0.3800000E+00,0.1720038E-38,0.1401298E-44,
 0.3803500E+04,0.6856000E+07,0.5040000E+06,0.7139801E-01,0.3828571E+00,0.1720038E-38,0.1401298E-44,
 0.3804500E+04,0.6856000E+07,0.5040000E+06,0.4658645E-01,0.3800000E+00,0.1720038E-38,0.1401298E-44,
 0.3805500E+04,0.6856000E+07,0.5040000E+06,0.8705882E-01,0.3928571E+00,0.1720038E-38,0.1401298E-44,
 0.3806500E+04,0.6856000E+07,0.5040000E+06,0.8338681E-01,0.3683333E+00,0.1720038E-38,0.1401298E-44,
 0.3807500E+04,0.6856000E+07,0.5040000E+06,0.6864782E-01,0.3785714E+00,0.1720038E-38,0.1401298E-44,
 0.3808500E+04,0.6856000E+07,0.5040000E+06,0.8117647E-01,0.3900000E+00,0.1720038E-38,0.1401298E-44,
 0.3822500E+04,0.6856000E+07,0.5040000E+06,0.8893048E-01,0.4900000E+00,0.1720038E-38,0.1401298E-44,
 0.3823500E+04,0.6856000E+07,0.5040000E+06,0.7193278E-01,0.5028571E+00,0.1720038E-38,0.1401298E-44,
 0.3824500E+04,0.6856000E+07,0.5040000E+06,0.7491215E-01,0.4957143E+00,0.1720038E-38,0.1401298E-44,
 0.3825500E+04,0.6856000E+07,0.5040000E+06,0.6008022E-01,0.4550000E+00,0.1720038E-38,0.1401298E-44,
 0.3826500E+04,0.6856000E+07,0.5040000E+06,0.6999236E-01,0.5271429E+00,0.1720038E-38,0.1401298E-44,
 0.3827500E+04,0.6856000E+07,0.5040000E+06,0.8480392E-01,0.5566667E+00,0.1720038E-38,0.1401298E-44,
 0.3828500E+04,0.6856000E+07,0.5040000E+06,0.9161192E-01,0.5357143E+00,0.1720038E-38,0.1401298E-44,
 0.3829500E+04,0.6856000E+07,0.5040000E+06,0.7997327E-01,0.5350000E+00,0.1720038E-38,0.1401298E-44,
 0.3830500E+04,0.6856000E+07,0.5040000E+06,0.9699007E-01,0.6371428E+00,0.1720038E-38,0.1401298E-44,
 0.3831500E+04,0.6856000E+07,0.5040000E+06,0.8107716E-01,0.6200000E+00,0.1720038E-38,0.1401298E-44,
 0.3832500E+04,0.6856000E+07,0.5040000E+06,0.8065954E-01,0.6350000E+00,0.1720038E-38,0.1401298E-44,
 0.3833500E+04,0.6856000E+07,0.5040000E+06,0.7222307E-01,0.8000000E+00,0.1720038E-38,0.1401298E-44,
 0.3834500E+04,0.6856000E+07,0.5040000E+06,0.5928699E-01,0.9683334E+00,0.1720038E-38,0.1401298E-44,
 0.3835500E+04,0.6856000E+07,0.5040000E+06,0.5717342E-01,0.6957143E+00,0.1720038E-38,0.1401298E-44,
 0.3836500E+04,0.6856000E+07,0.5040000E+06,0.3685383E-01,0.6783333E+00,0.1720038E-38,0.1401298E-44,
 0.3837500E+04,0.6856000E+07,0.5040000E+06,0.4831169E-01,0.6628571E+00,0.1720038E-38,0.1401298E-44,
 0.3838500E+04,0.6856000E+07,0.5040000E+06,0.4947415E-01,0.6933333E+00,0.1720038E-38,0.1401298E-44,
 0.3839500E+04,0.6856000E+07,0.5040000E+06,0.4075630E-01,0.6742857E+00,0.1720038E-38,0.1401298E-44,
 0.3840500E+04,0.6856000E+07,0.5040000E+06,0.6343010E-01,0.6714286E+00,0.1720038E-38,0.1401298E-44,
 0.3841500E+04,0.6856000E+07,0.5040000E+06,0.6803922E-01,0.7000000E+00,0.1720038E-38,0.1401298E-44,
 0.3842500E+04,0.6856000E+07,0.5040000E+06,0.6701299E-01,0.7157143E+00,0.1720038E-38,0.1401298E-44,
 0.3843500E+04,0.6856000E+07,0.5040000E+06,0.6503565E-01,0.7166667E+00,0.1720038E-38,0.1401298E-44,
 0.3844500E+04,0.6856000E+07,0.5040000E+06,0.7317036E-01,0.6971428E+00,0.1720038E-38,0.1401298E-44,
 0.3845500E+04,0.6856000E+07,0.5040000E+06,0.7150624E-01,0.6883333E+00,0.1720038E-38,0.1401298E-44,
 0.3846500E+04,0.6856000E+07,0.5040000E+06,0.5922842E-01,0.6585714E+00,0.1720038E-38,0.1401298E-44,
 0.3847500E+04,0.6856000E+07,0.5040000E+06,0.5868984E-01,0.7050000E+00,0.1720038E-38,0.1401298E-44,
 0.3848500E+04,0.6856000E+07,0.5040000E+06,0.6465241E-01,0.7000000E+00,0.1720038E-38,0.1401298E-44,
 0.3849500E+04,0.6856000E+07,0.5040000E+06,0.6737968E-01,0.6671429E+00,0.1720038E-38,0.1401298E-44,
 0.3850500E+04,0.6856000E+07,0.5040000E+06,0.7016043E-01,0.6366667E+00,0.1720038E-38,0.1401298E-44,
 0.3851500E+04,0.6856000E+07,0.5040000E+06,0.6547746E-01,0.6657143E+00,0.1720038E-38,0.1401298E-44,
 0.3852500E+04,0.6856000E+07,0.5040000E+06,0.7540107E-01,0.6483333E+00,0.1720038E-38,0.1401298E-44,
 0.3853500E+04,0.6856000E+07,0.5040000E+06,0.8259740E-01,0.7085714E+00,0.1720038E-38,0.1401298E-44,
 0.3854500E+04,0.6856000E+07,0.5040000E+06,0.7530303E-01,0.6733333E+00,0.1720038E-38,0.1401298E-44,
 0.3855500E+04,0.6856000E+07,0.5040000E+06,-.8021388E-03,0.6671429E+00,0.1720038E-38,0.1401298E-44,
 0.3856500E+04,0.6856000E+07,0.5040000E+06,0.5236822E-01,0.6785715E+00,0.1720038E-38,0.1401298E-44,
 0.3857500E+04,0.6856000E+07,0.5040000E+06,0.6572192E-01,0.6750000E+00,0.1720038E-38,0.1401298E-44,
 0.3858500E+04,0.6856000E+07,0.5040000E+06,0.6735677E-01,0.5942857E+00,0.1720038E-38,0.1401298E-44,
 0.3859500E+04,0.6856000E+07,0.5040000E+06,0.6909091E-01,0.5716667E+00,0.1720038E-38,0.1401298E-44,
 0.3860500E+04,0.6856000E+07,0.5040000E+06,0.6029794E-01,0.5628572E+00,0.1720038E-38,0.1401298E-44,
 0.3861500E+04,0.6856000E+07,0.5040000E+06,0.6832442E-01,0.5533333E+00,0.1720038E-38,0.1401298E-44,
 0.3862500E+04,0.6856000E+07,0.5040000E+06,0.6571428E-01,0.6114286E+00,0.1720038E-38,0.1401298E-44,
 0.3863500E+04,0.6856000E+07,0.5040000E+06,0.5974153E-01,0.5883333E+00,0.1720038E-38,0.1401298E-44,
 0.3864500E+04,0.6856000E+07,0.5040000E+06,0.7053476E-01,0.6028571E+00,0.1720038E-38,0.1401298E-44,
 0.3865500E+04,0.6856000E+07,0.5040000E+06,0.6106188E-01,0.6971428E+00,0.1720038E-38,0.1401298E-44,
 0.3866500E+04,0.6856000E+07,0.5040000E+06,0.6886809E-01,0.6883333E+00,0.1720038E-38,0.1401298E-44,
 0.3867500E+04,0.6856000E+07,0.5040000E+06,0.6388082E-01,0.6771429E+00,0.1720038E-38,0.1401298E-44,
 0.3868500E+04,0.6856000E+07,0.5040000E+06,0.6314617E-01,0.6433333E+00,0.1720038E-38,0.1401298E-44,
 0.3869500E+04,0.6856000E+07,0.5040000E+06,0.5813598E-01,0.6400000E+00,0.1720038E-38,0.1401298E-44,
 0.3870500E+04,0.6856000E+07,0.5040000E+06,0.6474153E-01,0.5900000E+00,0.1720038E-38,0.1401298E-44,
 0.3871500E+04,0.6856000E+07,0.5040000E+06,0.5602750E-01,0.5085714E+00,0.1720038E-38,0.1401298E-44,
 0.3872500E+04,0.6856000E+07,0.5040000E+06,0.8269671E-01,0.4757143E+00,0.1720038E-38,0.1401298E-44,
 0.3873500E+04,0.6856000E+07,0.5040000E+06,0.7394831E-01,0.4416667E+00,0.1720038E-38,0.1401298E-44,
 0.3874500E+04,0.6856000E+07,0.5040000E+06,0.7881589E-01,0.5442857E+00,0.1720038E-38,0.1401298E-44,
 0.3875500E+04,0.6856000E+07,0.5040000E+06,0.7244207E-01,0.5116667E+00,0.1720038E-38,0.1401298E-44,
 0.3876500E+04,0.6856000E+07,0.5040000E+06,0.7350650E-01,0.4742857E+00,0.1720038E-38,0.1401298E-44,
 0.3877500E+04,0.6856000E+07,0.5040000E+06,0.7517825E-01,0.4600000E+00,0.1720038E-38,0.1401298E-44,
 0.3878500E+04,0.6856000E+07,0.5040000E+06,0.6902979E-01,0.4585714E+00,0.1720038E-38,0.1401298E-44,
 0.3879500E+04,0.6856000E+07,0.5040000E+06,0.6712122E-01,0.4966667E+00,0.1720038E-38,0.1401298E-44,
 0.3880500E+04,0.6856000E+07,0.5040000E+06,0.7045072E-01,0.4228571E+00,0.1720038E-38,0.1401298E-44,
 0.3881500E+04,0.6856000E+07,0.5040000E+06,0.7038961E-01,0.4500000E+00,0.1720038E-38,0.1401298E-44,
 0.3882500E+04,0.6856000E+07,0.5040000E+06,0.6248663E-01,0.5183333E+00,0.1720038E-38,0.1401298E-44,
 0.3883500E+04,0.6856000E+07,0.5040000E+06,0.7300229E-01,0.4828571E+00,0.1720038E-38,0.1401298E-44,
 0.3884500E+04,0.6856000E+07,0.5040000E+06,0.7009804E-01,0.5316666E+00,0.1720038E-38,0.1401298E-44,
 0.3885500E+04,0.6856000E+07,0.5040000E+06,0.6061115E-01,0.5257143E+00,0.1720038E-38,0.1401298E-44,
 0.3886500E+04,0.6856000E+07,0.5040000E+06,0.3386809E-01,0.5683333E+00,0.1720038E-38,0.1401298E-44,
 0.3887500E+04,0.6856000E+07,0.5040000E+06,0.4938885E-01,0.6214285E+00,0.1720038E-38,0.1401298E-44,
 0.3888500E+04,0.6856000E+07,0.5040000E+06,0.6123758E-01,0.7028571E+00,0.1720038E-38,0.1401298E-44,
 0.3889500E+04,0.6856000E+07,0.5040000E+06,0.6234403E-01,0.6950000E+00,0.1720038E-38,0.1401298E-44,
 0.3890500E+04,0.6856000E+07,0.5040000E+06,0.7074103E-01,0.6757143E+00,0.1720038E-38,0.1401298E-44,
 0.3891500E+04,0.6856000E+07,0.5040000E+06,0.5998218E-01,0.6316667E+00,0.1720038E-38,0.1401298E-44,
 0.3892500E+04,0.6856000E+07,0.5040000E+06,0.5326967E-01,0.6557143E+00,0.1720038E-38,0.1401298E-44,
 0.3893500E+04,0.6856000E+07,0.5040000E+06,0.5639037E-01,0.6733333E+00,0.1720038E-38,0.1401298E-44,
 0.3894500E+04,0.6856000E+07,0.5040000E+06,0.6420932E-01,0.6500000E+00,0.1720038E-38,0.1401298E-44,
 0.3895500E+04,0.6856000E+07,0.5040000E+06,0.7463458E-01,0.6000000E+00,0.1720038E-38,0.1401298E-44,
